source,target,co_usage_percent,source_usage_percent,target_usage_percent
Politoed,Heat Rotom,27.143,0.0,1.0
Sandaconda,Grapploct,27.105,,
Noivern,Lapras,27.087,,1.0
Yveltal,Gastrodon,27.077,11.0,20.0
Metagross,Groudon,27.04,1.0,23.0
Nihilego,Urshifu Rapid Strike Style,27.037,0.0,2.0
Galarian Zapdos,Zygarde Complete Forme,27.036,0.0,1.0
Politoed,Kartana,27.035,0.0,7.0
Tyranitar,Whimsicott,26.951,0.0,17.0
Cradily,Incineroar,26.876,0.0,59.0
Dragapult,Rillaboom,26.874,1.0,27.0
Claydol,Rillaboom,26.851,,27.0
Dragalge,Urshifu Rapid Strike Style,26.841,,2.0
Frost Rotom,Alolan Ninetales,26.834,,0.0
Noctowl,Rillaboom,26.808,,27.0
Galarian Corsola,Venusaur,26.788,,7.0
Drapion,Grimmsnarl,26.774,,30.0
Volcarona,Blastoise,26.752,0.0,7.0
Galarian Weezing,Zacian Crowned Sword,26.728,0.0,65.0
Aegislash Shield Forme,Calyrex Ice Rider,26.719,0.0,11.0
Tapu Koko,Amoonguss,26.699,0.0,18.0
Magnezone,Urshifu Single Strike Style,26.69,,4.0
Golisopod,Porygon2,26.678,,9.0
Drapion,Rillaboom,26.636,,27.0
Sirfetch'd,Cinderace,26.63,,1.0
Scyther,Excadrill,26.615,,0.0
Tsareena,Tornadus Incarnate Forme,26.598,0.0,8.0
Copperajah,Incineroar,26.588,,59.0
Venusaur,Torkoal,26.585,7.0,3.0
Cinderace,Zacian Crowned Sword,26.548,1.0,65.0
Tentacruel,Gyarados,26.465,,0.0
Spectrier,Kyogre,26.459,1.0,35.0
Duraludon,Dracovish,26.444,0.0,0.0
Drapion,Mimikyu,26.442,,2.0
Drapion,Ditto,26.379,,5.0
Noivern,Tyranitar,26.373,,0.0
Ditto,Kyogre,26.373,5.0,35.0
Articuno,Groudon,26.363,0.0,23.0
Gourgeist Small Size,Togekiss,26.286,,1.0
Polteageist,Milotic,26.28,,0.0
Heracross,Porygon-Z,26.269,,0.0
Heracross,Incineroar,26.234,,59.0
Venusaur,Grimmsnarl,26.212,7.0,30.0
Articuno,Venusaur,26.206,0.0,7.0
Urshifu Single Strike Style,Whimsicott,26.205,4.0,17.0
Heatran,Eternatus,26.184,0.0,1.0
Lycanroc Dusk Form,Cinderace,26.155,,1.0
Appletun,Weezing,26.145,0.0,2.0
Jolteon,Lapras,26.13,,1.0
Urshifu Single Strike Style,Calyrex Ice Rider,26.125,4.0,11.0
Cherrim,Reshiram,26.102,0.0,1.0
Snorlax,Whimsicott,26.071,0.0,17.0
Tapu Koko,Kyogre,26.058,0.0,35.0
Cresselia,Rillaboom,26.056,0.0,27.0
Maractus,Galarian Weezing,26.054,,0.0
Altaria,Zacian Crowned Sword,26.046,0.0,65.0
Galarian Zapdos,Zacian Crowned Sword,26.037,0.0,65.0
Sableye,Dialga,25.984,2.0,4.0
Scyther,Goodra,25.976,,0.0
Galarian Corsola,Oranguru,25.972,,0.0
Mamoswine,Venusaur,25.931,1.0,7.0
Mamoswine,Torkoal,25.931,1.0,3.0
Galarian Corsola,Terrakion,25.922,,0.0
Aegislash Shield Forme,Mimikyu,25.92,0.0,2.0
Reuniclus,Dragapult,25.914,,1.0
Slurpuff,Torkoal,25.889,,3.0
Ludicolo,Ferrothorn,25.848,0.0,5.0
Ferrothorn,Regieleki,25.844,5.0,29.0
Decidueye,Milotic,25.831,,0.0
Maractus,Charizard,25.813,,19.0
Sandaconda,Centiskorch,25.811,,0.0
Maractus,Mienshao,25.798,,0.0
Salazzle,Inteleon,25.789,,0.0
Sirfetch'd,Gastrodon,25.741,,20.0
Dusknoir,Indeedee Female,25.741,,18.0
Xurkitree,Galarian Zapdos,25.734,0.0,0.0
Xurkitree,Indeedee Female,25.728,0.0,18.0
Lycanroc Dusk Form,Wash Rotom,25.728,,0.0
Togekiss,Whimsicott,25.718,1.0,17.0
Goodra,Ludicolo,25.712,0.0,0.0
Drapion,Lapras,25.709,,1.0
Excadrill,Galarian Moltres,25.7,0.0,0.0
Dialga,Grimmsnarl,25.678,4.0,30.0
Shedinja,Porygon2,25.677,4.0,9.0
Galarian Weezing,Regigigas,25.66,0.0,1.0
Riolu,Incineroar,25.653,0.0,59.0
Alolan Sandslash,Rillaboom,25.652,,27.0
Coalossal,Rayquaza,25.633,1.0,1.0
Starmie,Gyarados,25.612,,0.0
Reshiram,Landorus Therian Forme,25.596,1.0,20.0
Pheromosa,Palkia,25.551,1.0,9.0
Exploud,Dusclops,25.54,,4.0
Sirfetch'd,Marowak,25.529,,
Cresselia,Incineroar,25.52,0.0,59.0
Urshifu Single Strike Style,Indeedee Female,25.473,4.0,18.0
Riolu,Groudon,25.417,0.0,23.0
Dragonite,Calyrex Ice Rider,25.376,0.0,11.0
Regigigas,Thundurus Incarnate Forme,25.374,1.0,21.0
Black Kyurem,Porygon2,25.36,0.0,9.0
Jellicent,Kyogre,25.31,0.0,35.0
Porygon2,Amoonguss,25.303,9.0,18.0
Kyogre,Whimsicott,25.29,35.0,17.0
Cinccino,Incineroar,25.228,0.0,59.0
Ferrothorn,Grimmsnarl,25.194,5.0,30.0
Salamence,Venusaur,25.191,0.0,7.0
Bouffalant,Comfey,25.175,,1.0
Lopunny,Rillaboom,25.161,,27.0
Stakataka,Incineroar,25.142,0.0,59.0
Dragonite,Whimsicott,25.113,0.0,17.0
Braviary,Hatterene,25.079,,0.0
Black Kyurem,Araquanid,25.076,0.0,1.0
Reuniclus,Togekiss,25.061,,1.0
Volcarona,Regigigas,25.039,0.0,1.0
Tentacruel,Dusclops,25.014,,4.0
Landorus Therian Forme,Rillaboom,24.992,20.0,27.0
Leafeon,Raichu,24.98,0.0,3.0
Blacephalon,Whimsicott,24.973,0.0,17.0
Mow Rotom,Dusclops,24.97,0.0,4.0
Drapion,Porygon2,24.963,,9.0
Cherrim,Tapu Fini,24.962,0.0,2.0
Perrserker,Rhyperior,24.955,,0.0
Volcarona,Solgaleo,24.938,0.0,4.0
Cinccino,Grimmsnarl,24.932,0.0,30.0
Eternatus,Solgaleo,24.922,1.0,4.0
Terrakion,Solgaleo,24.914,0.0,4.0
Stonjourner,Calyrex Shadow Rider,24.912,0.0,22.0
Mr. Mime,Amoonguss,24.907,,18.0
Tapu Fini,Charizard,24.874,2.0,19.0
Shedinja,Landorus Therian Forme,24.825,4.0,20.0
Dialga,Kyogre,24.807,4.0,35.0
Abomasnow,Palkia,24.806,0.0,9.0
Scrafty,Zacian Crowned Sword,24.802,0.0,65.0
Krookodile,Xerneas,24.783,0.0,4.0
Toxtricity Low Key Form,Indeedee Male,24.782,,1.0
Hydreigon,White Kyurem,24.757,0.0,2.0
Arctozolt,Dracovish,24.744,,0.0
Landorus Therian Forme,Yveltal,24.719,20.0,11.0
Galarian Articuno,Regieleki,24.709,0.0,29.0
Alolan Ninetales,White Kyurem,24.664,0.0,2.0
White Kyurem,Grimmsnarl,24.652,2.0,30.0
Galvantula,Togekiss,24.617,,1.0
Braviary,Cinderace,24.611,,1.0
Solgaleo,Tornadus Incarnate Forme,24.607,4.0,8.0
Magnezone,Amoonguss,24.602,,18.0
Black Kyurem,Incineroar,24.601,0.0,59.0
Tentacruel,Dracovish,24.59,,0.0
Krookodile,Ho-oh,24.568,0.0,1.0
Krookodile,Ferrothorn,24.547,0.0,5.0
Sableye,Calyrex Ice Rider,24.547,2.0,11.0
Tentacruel,Primarina,24.54,,0.0
Poliwrath,Rillaboom,24.532,,27.0
Ferrothorn,Whimsicott,24.514,5.0,17.0
Abomasnow,Rillaboom,24.483,0.0,27.0
Braviary,Venusaur,24.481,,7.0
Arctozolt,Dusclops,24.467,,4.0
Abomasnow,Calyrex Ice Rider,24.465,0.0,11.0
Galvantula,Malamar,24.44,,
Lycanroc Midday Form,Excadrill,24.436,,0.0
Comfey,Zekrom,24.434,1.0,0.0
Tapu Bulu,Yveltal,24.426,0.0,11.0
Torkoal,Kyogre,24.417,3.0,35.0
Lunala,Grimmsnarl,24.415,2.0,30.0
Tsareena,Zacian Crowned Sword,24.386,0.0,65.0
Scrafty,Rillaboom,24.355,0.0,27.0
Zacian Crowned Sword,Gastrodon,24.347,65.0,20.0
Togedemaru,Rillaboom,24.344,0.0,27.0
Kyogre,Landorus Therian Forme,24.334,35.0,20.0
Rhyperior,Urshifu Single Strike Style,24.324,0.0,4.0
Alolan Marowak,Palkia,24.314,0.0,9.0
Lugia,Ferrothorn,24.289,0.0,5.0
Togedemaru,Yveltal,24.284,0.0,11.0
Dusknoir,Togekiss,24.284,,1.0
Shuckle,Zacian Crowned Sword,24.233,0.0,65.0
Golisopod,Dragapult,24.22,,1.0
Togedemaru,Eternatus,24.205,0.0,1.0
Mr. Mime,Togekiss,24.201,,1.0
Noctowl,Indeedee Female,24.176,,18.0
Mandibuzz,Cinderace,24.171,0.0,1.0
Indeedee Female,Landorus Therian Forme,24.166,18.0,20.0
Mandibuzz,Indeedee Female,24.165,0.0,18.0
Galarian Articuno,Calyrex Ice Rider,24.162,0.0,11.0
Mow Rotom,Calyrex Ice Rider,24.156,0.0,11.0
Comfey,Rillaboom,24.148,1.0,27.0
Dragonite,Cinderace,24.141,0.0,1.0
Lycanroc Midday Form,Indeedee Female,24.128,,18.0
Slurpuff,Indeedee Female,24.102,,18.0
Latias,Dialga,24.095,0.0,4.0
Flareon,Torkoal,24.082,,3.0
Raikou,Tornadus Incarnate Forme,24.081,0.0,8.0
Grimmsnarl,Kyogre,24.08,30.0,35.0
Starmie,Terrakion,24.059,,0.0
Darmanitan Standard Mode,Kyogre,24.048,0.0,35.0
Tsareena,Incineroar,24.038,0.0,59.0
Darmanitan Standard Mode,Zamazenta Crowned Shield,24.02,0.0,0.0
Mr. Mime,Whimsicott,24.019,,17.0
Incineroar,Gastrodon,24.016,59.0,20.0
Ribombee,Togekiss,24.005,,1.0
Reshiram,Groudon,23.991,1.0,23.0
Virizion,Dragapult,23.979,,1.0
Exploud,Togekiss,23.973,,1.0
Raikou,Hitmontop,23.971,0.0,0.0
Bisharp,Yveltal,23.955,0.0,11.0
Incineroar,Regieleki,23.941,59.0,29.0
Lycanroc Midday Form,Pikachu,23.917,,0.0
Moltres,Calyrex Ice Rider,23.915,0.0,11.0
Moltres,Hatterene,23.883,0.0,0.0
Moltres,Indeedee Male,23.883,0.0,1.0
Excadrill,Calyrex Ice Rider,23.882,0.0,11.0
Poliwrath,Raichu,23.88,,3.0
Talonflame,Indeedee Female,23.876,0.0,18.0
Yveltal,Grimmsnarl,23.82,11.0,30.0
Calyrex Ice Rider,Dusclops,23.808,11.0,4.0
Zoroark,Rillaboom,23.777,,27.0
Indeedee Female,Incineroar,23.759,18.0,59.0
Noctowl,Politoed,23.752,,0.0
Golduck,Talonflame,23.748,,0.0
Hippowdon,Urshifu Single Strike Style,23.745,,4.0
Cinderace,Calyrex Shadow Rider,23.732,1.0,22.0
Maractus,Conkeldurr,23.698,,0.0
Durant,Tsareena,23.695,0.0,0.0
Durant,Pikachu,23.695,0.0,0.0
Bisharp,Regieleki,23.685,0.0,29.0
Gastrodon,Calyrex Shadow Rider,23.682,20.0,22.0
Noctowl,Kingdra,23.667,,3.0
Metagross,Calyrex Shadow Rider,23.657,1.0,22.0
Comfey,Regieleki,23.603,1.0,29.0
Araquanid,Rillaboom,23.602,1.0,27.0
Tapu Lele,Calyrex Shadow Rider,23.599,2.0,22.0
Dusknoir,Hatterene,23.583,,0.0
Blacephalon,Groudon,23.555,0.0,23.0
Sylveon,Rillaboom,23.537,,27.0
Umbreon,Incineroar,23.53,1.0,59.0
Milotic,Grimmsnarl,23.495,0.0,30.0
Lugia,Ditto,23.476,0.0,5.0
Calyrex Ice Rider,Porygon2,23.465,11.0,9.0
Lunala,Zacian Crowned Sword,23.46,2.0,65.0
Porygon2,Indeedee Female,23.412,9.0,18.0
Salazzle,Whimsicott,23.402,,17.0
Riolu,Thundurus Incarnate Forme,23.372,0.0,21.0
Alolan Raichu,Urshifu Rapid Strike Style,23.368,,2.0
Tentacruel,Lapras,23.356,,1.0
Kyogre,Rillaboom,23.349,35.0,27.0
Jolteon,Dracovish,23.34,,0.0
Slurpuff,Urshifu Rapid Strike Style,23.322,,2.0
Regieleki,Landorus Therian Forme,23.315,29.0,20.0
Dusknoir,Cinderace,23.275,,1.0
Tangela,Indeedee Male,23.253,,1.0
Cresselia,Gastrodon,23.251,0.0,20.0
Gigalith,Dracozolt,23.245,0.0,0.0
Lopunny,Dracovish,23.226,,0.0
Cherrim,Shiftry,23.219,0.0,0.0
Rillaboom,Thundurus Incarnate Forme,23.208,27.0,21.0
Alolan Sandslash,Togekiss,23.205,,1.0
Araquanid,Porygon2,23.185,1.0,9.0
Perrserker,Politoed,23.181,,0.0
Articuno,Palkia,23.169,0.0,9.0
Golisopod,Arcanine,23.166,,0.0
Urshifu Rapid Strike Style,Whimsicott,23.148,2.0,17.0
Braviary,Amoonguss,23.146,,18.0
Klefki,Groudon,23.138,0.0,23.0
Zacian Crowned Sword,Thundurus Incarnate Forme,23.085,65.0,21.0
Grapploct,Arcanine,23.068,,0.0
Vileplume,Charizard,23.066,,19.0
Kyogre,Regieleki,23.057,35.0,29.0
Starmie,Ludicolo,23.044,,0.0
Lickilicky,Drapion,23.042,,
Lickilicky,Ditto,23.041,,5.0
Lugia,Landorus Therian Forme,23.019,0.0,20.0
Klinklang,Xerneas,23.016,0.0,4.0
Copperajah,Venusaur,22.996,,7.0
Lunala,Thundurus Incarnate Forme,22.984,2.0,21.0
Landorus Therian Forme,Grimmsnarl,22.976,20.0,30.0
Falinks,Rillaboom,22.965,,27.0
Dusknoir,Lapras,22.936,,1.0
Lugia,Whimsicott,22.919,0.0,17.0
Jolteon,Togekiss,22.9,,1.0
Corviknight,Solgaleo,22.89,0.0,4.0
Incineroar,Kyogre,22.887,59.0,35.0
Alolan Exeggutor,Dialga,22.887,0.0,4.0
Hippowdon,Dragapult,22.884,,1.0
Galarian Weezing,Blastoise,22.854,0.0,7.0
Dialga,Calyrex Ice Rider,22.841,4.0,11.0
Entei,Grimmsnarl,22.836,2.0,30.0
Goodra,Cherrim,22.833,0.0,0.0
Ho-oh,Thundurus Incarnate Forme,22.825,1.0,21.0
Eternatus,Blastoise,22.816,1.0,7.0
Eternatus,Thundurus Incarnate Forme,22.808,1.0,21.0
Tsareena,Whimsicott,22.792,0.0,17.0
Dragapult,Groudon,22.777,1.0,23.0
Ludicolo,Zygarde Complete Forme,22.776,0.0,1.0
Passimian,Rillaboom,22.774,,27.0
Arcanine,Kyogre,22.761,0.0,35.0
Ho-oh,Rillaboom,22.742,1.0,27.0
Braviary,Torkoal,22.724,,3.0
Kingler,Xerneas,22.703,0.0,4.0
Braviary,Rillaboom,22.691,,27.0
Incineroar,Charizard,22.683,59.0,19.0
Steelix,Incineroar,22.682,,59.0
Noivern,Lycanroc Dusk Form,22.681,,
Celesteela,Ho-oh,22.68,1.0,1.0
Alcremie,Calyrex Ice Rider,22.674,0.0,11.0
Klinklang,Calyrex Shadow Rider,22.659,0.0,22.0
Duraludon,Tapu Lele,22.659,0.0,2.0
Wash Rotom,Mewtwo,22.652,0.0,0.0
Mienshao,Whimsicott,22.627,0.0,17.0
Golurk,Lapras,22.601,,1.0
Ribombee,Alolan Marowak,22.576,,0.0
Celesteela,Yveltal,22.55,1.0,11.0
Toxtricity Low Key Form,Incineroar,22.547,,59.0
Sylveon,Arcanine,22.528,,0.0
Yveltal,Rillaboom,22.524,11.0,27.0
Sylveon,Lapras,22.519,,1.0
Virizion,Togekiss,22.501,,1.0
Riolu,Rillaboom,22.492,0.0,27.0
Lickilicky,Tangrowth,22.488,,
Calyrex Ice Rider,Indeedee Female,22.485,11.0,18.0
Crobat,Grimmsnarl,22.467,0.0,30.0
Dracozolt,Zacian Crowned Sword,22.451,0.0,65.0
Aegislash Shield Forme,Landorus Therian Forme,22.45,0.0,20.0
Hippowdon,Lycanroc Midday Form,22.446,,
Stoutland,Excadrill,22.432,,0.0
Giratina Altered Forme,Comfey,22.413,0.0,1.0
Zacian Crowned Sword,Landorus Therian Forme,22.407,65.0,20.0
Eternatus,Zacian Crowned Sword,22.388,1.0,65.0
Thievul,Rillaboom,22.363,,27.0
Urshifu Rapid Strike Style,Yveltal,22.355,2.0,11.0
Raikou,Dialga,22.349,0.0,4.0
Sirfetch'd,Mimikyu,22.332,,2.0
Togetic,Lapras,22.33,,1.0
Grapploct,Talonflame,22.328,,0.0
Whimsicott,Incineroar,22.296,17.0,59.0
Alolan Raichu,Dragapult,22.262,,1.0
Hydreigon,Ferrothorn,22.26,0.0,5.0
Grapploct,Indeedee Male,22.245,,1.0
Slurpuff,Porygon2,22.235,,9.0
Passimian,Clefairy,22.202,,0.0
Liepard,Ho-oh,22.162,0.0,1.0
Galarian Slowbro,Urshifu Single Strike Style,22.145,,4.0
Gigalith,Xerneas,22.084,0.0,4.0
Gigalith,Pheromosa,22.084,0.0,1.0
Aegislash Shield Forme,Whimsicott,22.077,0.0,17.0
Steelix,Gyarados,22.077,,0.0
Calyrex Shadow Rider,Indeedee Female,22.06,22.0,18.0
Regieleki,Whimsicott,22.053,29.0,17.0
Sylveon,Dragapult,22.018,,1.0
Hippowdon,Duraludon,21.998,,0.0
Venusaur,Porygon2,21.989,7.0,9.0
Hawlucha,Grimmsnarl,21.986,0.0,30.0
Heracross,Arcanine,21.986,,0.0
Gothitelle,Incineroar,21.986,2.0,59.0
Dhelmise,Togekiss,21.964,,1.0
Landorus Therian Forme,Indeedee Female,21.935,20.0,18.0
Gallade,Whimsicott,21.934,,17.0
Vileplume,Hatterene,21.934,,0.0
Porygon2,Groudon,21.925,9.0,23.0
Lapras,Landorus Therian Forme,21.919,1.0,20.0
Butterfree,Blastoise,21.916,0.0,7.0
Porygon2,Palkia,21.904,9.0,9.0
Gardevoir,Urshifu Rapid Strike Style,21.838,,2.0
Calyrex Shadow Rider,Blastoise,21.836,22.0,7.0
Gengar,Rayquaza,21.816,0.0,1.0
Liepard,Azumarill,21.811,0.0,0.0
Slurpuff,Hatterene,21.802,,0.0
Reuniclus,Primarina,21.795,,0.0
Zygarde Complete Forme,Comfey,21.794,1.0,1.0
Conkeldurr,Dusclops,21.777,0.0,4.0
Palossand,Calyrex Ice Rider,21.776,0.0,11.0
Dracovish,Calyrex Shadow Rider,21.76,0.0,22.0
Galarian Corsola,Amoonguss,21.741,,18.0
Magnezone,Talonflame,21.732,,0.0
Mewtwo,Landorus Therian Forme,21.731,0.0,20.0
Regieleki,Amoonguss,21.721,29.0,18.0
Copperajah,Togekiss,21.668,,1.0
Cursola,Incineroar,21.656,,59.0
Beartic,Rillaboom,21.625,,27.0
Salazzle,Rillaboom,21.625,,27.0
Vileplume,Indeedee Female,21.59,,18.0
Kartana,Indeedee Female,21.59,7.0,18.0
Dhelmise,Rillaboom,21.549,,27.0
Blissey,Regieleki,21.548,0.0,29.0
Arctozolt,Golisopod,21.494,,
Butterfree,Zygarde Complete Forme,21.484,0.0,1.0
Eternatus,Arcanine,21.447,1.0,0.0
Dusk Mane Necrozma,Zapdos,21.437,0.0,8.0
Dragapult,Indeedee Female,21.434,1.0,18.0
Blissey,Incineroar,21.429,0.0,59.0
Metagross,Thundurus Incarnate Forme,21.428,1.0,21.0
Frost Rotom,Bouffalant,21.417,,
Arctozolt,Goodra,21.415,,0.0
Arctozolt,Galarian Weezing,21.415,,0.0
Terrakion,Gastrodon,21.411,0.0,20.0
Noivern,Tsareena,21.409,,0.0
Sableye,Kyogre,21.408,2.0,35.0
Blissey,Calyrex Shadow Rider,21.392,0.0,22.0
Mewtwo,Whimsicott,21.385,0.0,17.0
Dialga,Whimsicott,21.383,4.0,17.0
Noivern,Arcanine,21.343,,0.0
Altaria,Landorus Therian Forme,21.34,0.0,20.0
Jolteon,Azumarill,21.334,,0.0
Palossand,Porygon2,21.324,0.0,9.0
Torkoal,Indeedee Female,21.32,3.0,18.0
Garchomp,Incineroar,21.317,0.0,59.0
Stakataka,Amoonguss,21.316,0.0,18.0
Wash Rotom,Dialga,21.303,0.0,4.0
Tyranitar,Kyogre,21.292,0.0,35.0
Lilligant,Bouffalant,21.28,,
Sylveon,Duraludon,21.274,,0.0
Cursola,Conkeldurr,21.267,,0.0
Arcanine,Whimsicott,21.234,0.0,17.0
Butterfree,Palkia,21.227,0.0,9.0
Dialga,Landorus Therian Forme,21.224,4.0,20.0
Passimian,Tyranitar,21.204,,0.0
Dusk Mane Necrozma,Amoonguss,21.201,0.0,18.0
Accelgor,Calyrex Ice Rider,21.2,0.0,11.0
Wash Rotom,Grimmsnarl,21.194,0.0,30.0
Togetic,Riolu,21.171,,0.0
Dragonite,Incineroar,21.171,0.0,59.0
Blacephalon,Rillaboom,21.155,0.0,27.0
Jolteon,Sylveon,21.149,,
Ribombee,Lapras,21.147,,1.0
Slowbro,Yveltal,21.136,0.0,11.0
Landorus Incarnate Forme,Zacian Crowned Sword,21.122,0.0,65.0
Crawdaunt,Indeedee Male,21.1,,1.0
Blacephalon,Zekrom,21.089,0.0,0.0
Copperajah,Hatterene,21.085,,0.0
Black Kyurem,Metagross,21.074,0.0,1.0
Lilligant,Indeedee Female,21.052,,18.0
Slowbro,Arcanine,21.039,0.0,0.0
Gengar,Sirfetch'd,21.027,0.0,
Dusk Mane Necrozma,Indeedee Female,21.02,0.0,18.0
Passimian,Indeedee Male,21.009,,1.0
Lapras,Calyrex Shadow Rider,20.988,1.0,22.0
Ditto,Incineroar,20.983,5.0,59.0
Steelix,Snorlax,20.961,,0.0
Celesteela,Lunala,20.943,1.0,2.0
Beartic,Politoed,20.942,,0.0
Crawdaunt,Rillaboom,20.941,,27.0
Slowbro,Eternatus,20.93,0.0,1.0
Riolu,Indeedee Female,20.929,0.0,18.0
Rhyperior,Tapu Fini,20.905,0.0,2.0
Zamazenta Crowned Shield,Grimmsnarl,20.889,0.0,30.0
Gothitelle,Regieleki,20.88,2.0,29.0
Tyranitar,Groudon,20.877,0.0,23.0
Slurpuff,Incineroar,20.866,,59.0
Salazzle,Dracozolt,20.864,,0.0
Zamazenta Crowned Shield,Tapu Fini,20.85,0.0,2.0
Flareon,Clefairy,20.844,,0.0
Palkia,Porygon2,20.836,9.0,9.0
Flareon,Mimikyu,20.822,,2.0
Hitmonlee,Milotic,20.809,,0.0
Falinks,Amoonguss,20.782,,18.0
Heracross,Rillaboom,20.781,,27.0
Heracross,Amoonguss,20.777,,18.0
Tangrowth,Torkoal,20.756,,3.0
Venusaur,Thundurus Incarnate Forme,20.741,7.0,21.0
Orbeetle,Primarina,20.725,,0.0
Sharpedo,Tyranitar,20.714,,0.0
Ferrothorn,Thundurus Incarnate Forme,20.708,5.0,21.0
Torkoal,Palkia,20.707,3.0,9.0
Kartana,Whimsicott,20.7,7.0,17.0
Sandaconda,Rillaboom,20.694,,27.0
Dusk Mane Necrozma,Rillaboom,20.685,0.0,27.0
Giratina Altered Forme,Regieleki,20.658,0.0,29.0
Zacian Crowned Sword,Regieleki,20.653,65.0,29.0
Mime Galarian Mr. Mime,Tornadus Incarnate Forme,20.649,0.0,8.0
Indeedee Male,Zacian Crowned Sword,20.648,1.0,65.0
Snorlax,Yveltal,20.646,0.0,11.0
Gyarados,Solgaleo,20.638,0.0,4.0
Kingler,Urshifu Single Strike Style,20.576,0.0,4.0
Ludicolo,Zamazenta Crowned Shield,20.575,0.0,0.0
Dialga,Regieleki,20.568,4.0,29.0
Lickilicky,Hatterene,20.557,,0.0
Jellicent,Pincurchin,20.537,0.0,0.0
Crawdaunt,Incineroar,20.535,,59.0
Scrafty,Ho-oh,20.531,0.0,1.0
Aromatisse,Tyranitar,20.512,,0.0
Dusknoir,Comfey,20.497,,1.0
Comfey,Grimmsnarl,20.482,1.0,30.0
Beartic,Lapras,20.465,,1.0
Passimian,Whimsicott,20.454,,17.0
Jellicent,Blastoise,20.438,0.0,7.0
Jellicent,Palkia,20.438,0.0,9.0
Jellicent,Ludicolo,20.438,0.0,0.0
Copperajah,Rillaboom,20.434,,27.0
Palkia,Dusclops,20.429,9.0,4.0
Gourgeist Super Size,Durant,20.423,,0.0
Regigigas,Blastoise,20.418,1.0,7.0
Ribombee,Weezing,20.379,,2.0
Tapu Fini,Amoonguss,20.371,2.0,18.0
Bisharp,Calyrex Shadow Rider,20.361,0.0,22.0
Kyogre,Grimmsnarl,20.356,35.0,30.0
Reshiram,Thundurus Incarnate Forme,20.355,1.0,21.0
White Kyurem,Ditto,20.352,2.0,5.0
Ferrothorn,Zapdos,20.347,5.0,8.0
Zygarde Complete Forme,Rillaboom,20.332,1.0,27.0
Celesteela,Sneasel,20.321,1.0,0.0
Giratina Altered Forme,Thundurus Incarnate Forme,20.288,0.0,21.0
Cursola,Amoonguss,20.279,,18.0
Accelgor,Zacian Crowned Sword,20.231,0.0,65.0
Galarian Moltres,Kyogre,20.153,0.0,35.0
Weezing,Regieleki,20.153,2.0,29.0
Perrserker,Durant,20.142,,0.0
Alolan Ninetales,Whimsicott,20.086,0.0,17.0
Alakazam,Hatterene,20.075,,0.0
Alolan Exeggutor,Landorus Therian Forme,20.071,0.0,20.0
Beartic,Froslass,20.066,,0.0
Shedinja,Thundurus Incarnate Forme,20.065,4.0,21.0
Primarina,Zacian Crowned Sword,20.033,0.0,65.0
Alolan Exeggutor,Regieleki,20.022,0.0,29.0
Urshifu Single Strike Style,Incineroar,20.02,4.0,59.0
Riolu,Whimsicott,20.009,0.0,17.0
Cursola,Torkoal,20.0,,3.0
Gourgeist Small Size,Incineroar,19.993,,59.0
Hawlucha,Kyogre,19.961,0.0,35.0
Thundurus Incarnate Forme,Groudon,19.951,21.0,23.0
Bisharp,Grimmsnarl,19.942,0.0,30.0
Indeedee Male,Cinderace,19.942,1.0,1.0
Palossand,Urshifu Single Strike Style,19.939,0.0,4.0
Beartic,Cinderace,19.934,,1.0
Kingler,Grimmsnarl,19.928,0.0,30.0
Gengar,Lucario,19.909,0.0,0.0
Marowak,Corviknight,19.907,,0.0
Meowstic Male,Yveltal,19.884,0.0,11.0
Exploud,Urshifu Rapid Strike Style,19.882,,2.0
Amoonguss,Landorus Therian Forme,19.878,18.0,20.0
Altaria,Thundurus Incarnate Forme,19.859,0.0,21.0
Golisopod,Magnezone,19.795,,
Lilligant,Venusaur,19.752,,7.0
Mime Galarian Mr. Mime,Kartana,19.736,0.0,7.0
Copperajah,Torkoal,19.727,,3.0
Hitmonlee,Tyranitar,19.7,,0.0
Dedenne,Gyarados,19.697,,0.0
Mimikyu,Solgaleo,19.693,2.0,4.0
Alcremie,Incineroar,19.691,0.0,59.0
Palkia,Indeedee Female,19.664,9.0,18.0
Talonflame,Comfey,19.654,0.0,1.0
Poliwrath,Togekiss,19.648,,1.0
Hitmonlee,Excadrill,19.643,,0.0
Hawlucha,Seismitoad,19.632,0.0,1.0
Passimian,Talonflame,19.626,,0.0
Marowak,Gyarados,19.601,,0.0
Bisharp,Charizard,19.598,0.0,19.0
Xerneas,Venusaur,19.592,4.0,7.0
Suicune,Venusaur,19.574,0.0,7.0
Hitmonlee,Politoed,19.564,,0.0
Jolteon,Ludicolo,19.535,,0.0
Hydreigon,Grimmsnarl,19.505,0.0,30.0
Unfezant,Indeedee Female,19.48,,18.0
Unfezant,Amoonguss,19.466,,18.0
Alolan Raichu,Cinderace,19.444,,1.0
Black Kyurem,Dusclops,19.433,0.0,4.0
Mienshao,Porygon2,19.423,0.0,9.0
Alakazam,Indeedee Male,19.391,,1.0
Yveltal,Amoonguss,19.386,11.0,18.0
Dedenne,Incineroar,19.382,,59.0
Tornadus Incarnate Forme,Regieleki,19.366,8.0,29.0
Decidueye,Toxapex,19.348,,0.0
Decidueye,Hydreigon,19.346,,0.0
Heracross,Magnezone,19.32,,
