pokemon,category,name,usage_percent
Rillaboom,item,Miracle Seed,29.114
Rillaboom,item,Rose Incense,15.973
Rillaboom,move,Grassy Glide,99.878
Rillaboom,move,Fake Out,97.616
Rillaboom,move,High Horsepower,62.281
Rillaboom,move,U Turn,48.902
Riolu,ability,Prankster,99.996
Riolu,ability,Steadfast,0.004
Riolu,item,Focus Sash,89.668
Riolu,item,Mental Herb,8.316
Riolu,item,Other,2.016
Riolu,move,Coaching,99.35
Riolu,move,Copycat,70.238
Riolu,move,Quick Guard,43.442
Riolu,move,Detect,38.05
Roserade,ability,Natural Cure,90.973
Roserade,ability,Poison Point,8.69
Roserade,item,Focus Sash,73.19
Roserade,item,Wide Lens,13.062
Roserade,item,Choice Specs,6.574
Roserade,move,Sludge Bomb,99.818
Roserade,move,Sleep Powder,92.891
Roserade,move,Leaf Storm,91.298
Roserade,move,Protect,90.387
Runerigus,ability,Wandering Spirit,100.0
Runerigus,item,Room Service,24.939
Runerigus,item,Weakness Policy,20.736
Runerigus,item,Leftovers,16.247
Runerigus,move,Trick Room,87.217
Runerigus,move,Body Press,71.581
Runerigus,move,Curse,43.187
Runerigus,move,Guard Split,39.034
Sableye,ability,Prankster,99.777
Sableye,ability,Keen Eye,0.223
Sableye,item,Focus Sash,41.563
Sableye,item,Safety Goggles,25.833
Sableye,item,Iron Ball,14.422
Sableye,move,Will O Wisp,86.776
Sableye,move,Quash,83.107
Sableye,move,Fake Out,60.813
Sableye,move,Shadow Sneak,36.811
Salamence,ability,Intimidate,94.95
Salamence,ability,Moxie,5.05
Salamence,item,Life Orb,64.867
Salamence,item,Lum Berry,19.394
Salamence,item,Choice Scarf,8.552
Salamence,move,Protect,85.435
Salamence,move,Hurricane,68.782
Salamence,move,Flamethrower,68.506
Salamence,move,Rock Slide,66.503
Salazzle,ability,Corrosion,52.985
Salazzle,ability,Oblivious,47.015
Salazzle,item,Focus Sash,57.047
Salazzle,item,Air Balloon,12.741
Salazzle,item,Safety Goggles,10.258
Salazzle,move,Fake Out,76.824
Salazzle,move,Sludge Wave,65.158
Salazzle,move,Heat Wave,60.429
Salazzle,move,Beat Up,38.801
Sandaconda,ability,Shed Skin,55.896
Sandaconda,ability,Sand Spit,33.014
Sandaconda,item,Weakness Policy,31.602
Sandaconda,item,Passho Berry,27.201
Sandaconda,item,Leftovers,16.823
Sandaconda,move,High Horsepower,80.172
Sandaconda,move,Protect,79.327
Sandaconda,move,Rock Slide,64.103
Sandaconda,move,Coil,36.854
Sandslash,ability,Sand Rush,99.76
Sandslash,ability,Sand Veil,0.24
Sandslash,item,Assault Vest,58.981
Sandslash,item,Life Orb,18.352
Sandslash,item,Expert Belt,14.834
Sandslash,move,Steel Roller,95.351
Sandslash,move,Rock Slide,70.676
Sandslash,move,Drill Run,69.881
Sandslash,move,Bulldoze,61.897
Sceptile,ability,Unburden,95.001
Sceptile,ability,Overgrow,4.999
Sceptile,item,Focus Sash,83.534
Sceptile,item,Choice Specs,4.905
Sceptile,item,Light Ball,4.257
Sceptile,move,Grass Pledge,81.233
Sceptile,move,Leaf Storm,78.914
Sceptile,move,Leer,70.496
Sceptile,move,Endeavor,50.382
Scizor,ability,Technician,100.0
Scizor,ability,Swarm,0.0
Scizor,item,Choice Band,83.474
Scizor,item,Occa Berry,8.102
Scizor,item,Assault Vest,2.843
Scizor,move,Bullet Punch,99.999
Scizor,move,U Turn,93.126
Scizor,move,Superpower,86.111
Scizor,move,Dual Wingbeat,85.617
Scolipede,ability,Speed Boost,99.826
Scolipede,ability,Poison Point,0.173
Scolipede,item,Life Orb,42.757
Scolipede,item,Focus Sash,30.107
Scolipede,item,Choice Band,18.057
Scolipede,move,Poison Jab,90.139
Scolipede,move,Protect,70.405
Scolipede,move,Megahorn,68.62
Scolipede,move,Steel Roller,51.167
Scrafty,ability,Intimidate,99.995
Scrafty,ability,Shed Skin,0.004
Scrafty,item,Eject Pack,38.036
Scrafty,item,Assault Vest,21.587
Scrafty,item,Safety Goggles,19.836
Scrafty,move,Fake Out,96.795
Scrafty,move,Close Combat,61.933
Scrafty,move,Snarl,56.413
Scrafty,move,Foul Play,42.228
Scyther,ability,Technician,99.161
Scyther,ability,Swarm,0.492
Scyther,item,Eviolite,74.559
Scyther,item,Choice Band,14.562
Scyther,item,Life Orb,9.366
Scyther,move,Dual Wingbeat,97.928
Scyther,move,Protect,52.899
Scyther,move,U Turn,51.63
Scyther,move,Swords Dance,50.12
Seaking,ability,Lightning Rod,98.592
Seaking,ability,Swift Swim,1.408
Seaking,item,Rindo Berry,84.313
Seaking,item,Aguav Berry,6.007
Seaking,item,Leftovers,3.961
Seaking,move,Protect,89.139
Seaking,move,Horn Drill,85.16
Seaking,move,Scald,81.957
Seaking,move,Ice Beam,81.73
Seismitoad,ability,Swift Swim,99.187
Seismitoad,ability,Water Absorb,0.813
Seismitoad,item,Life Orb,84.165
Seismitoad,item,Expert Belt,5.872
Seismitoad,item,Assault Vest,4.278
Seismitoad,move,Liquidation,91.553
Seismitoad,move,Power Whip,90.577
Seismitoad,move,Stomping Tantrum,80.505
Seismitoad,move,Bounce,75.287
Sharpedo,ability,Speed Boost,99.057
Sharpedo,ability,Rough Skin,0.943
Sharpedo,item,Life Orb,60.663
Sharpedo,item,Chople Berry,14.327
Sharpedo,item,Focus Sash,11.169
Sharpedo,move,Protect,95.309
Sharpedo,move,Crunch,92.529
Sharpedo,move,Flip Turn,60.274
Sharpedo,move,Waterfall,53.071
Shedinja,ability,Wonder Guard,100.0
Shedinja,item,Safety Goggles,57.5
Shedinja,item,Focus Sash,42.056
Shedinja,item,Other,0.444
Shedinja,move,Shadow Sneak,98.581
Shedinja,move,Ally Switch,96.977
Shedinja,move,Poltergeist,91.871
Shedinja,move,Endure,82.904
Shiftry,ability,Chlorophyll,100.0
Shiftry,ability,Early Bird,0.0
Shiftry,item,Coba Berry,68.182
Shiftry,item,Life Orb,17.228
Shiftry,item,Expert Belt,9.676
Shiftry,move,Sucker Punch,78.223
Shiftry,move,Fake Out,73.333
Shiftry,move,Solar Blade,68.495
Shiftry,move,Throat Chop,68.177
Shiinotic,ability,Effect Spore,87.374
Shiinotic,ability,Rain Dish,11.58
Shiinotic,item,Focus Sash,37.706
Shiinotic,item,Room Service,35.425
Shiinotic,item,Leftovers,11.13
Shiinotic,move,Spore,90.823
Shiinotic,move,Moonblast,83.586
Shiinotic,move,Protect,83.578
Shiinotic,move,Strength Sap,47.651
Shuckle,ability,Sturdy,99.619
Shuckle,ability,Contrary,0.35
Shuckle,item,Custap Berry,63.574
Shuckle,item,Safety Goggles,27.369
Shuckle,item,Quick Claw,3.505
Shuckle,move,Guard Split,99.202
Shuckle,move,Power Split,95.393
Shuckle,move,Toxic,76.158
Shuckle,move,Protect,55.975
Sigilyph,ability,Magic Guard,69.132
Sigilyph,ability,Wonder Skin,17.863
Sigilyph,item,Focus Sash,79.226
Sigilyph,item,Weakness Policy,7.001
Sigilyph,item,Other,4.95
Sigilyph,move,Tailwind,89.62
Sigilyph,move,Trick Room,87.535
Sigilyph,move,Expanding Force,83.206
Sigilyph,move,Imprison,82.149
Silvally,item,Choice Band,56.419
Silvally,item,Life Orb,38.499
Silvally,item,Normal Gem,5.08
Silvally,move,Explosion,99.967
Silvally,move,Crunch,56.664
Silvally,move,Facade,51.858
Silvally,move,Parting Shot,43.151
Sirfetch'd,ability,Scrappy,99.328
Sirfetch'd,ability,Steadfast,0.672
Sirfetch'd,item,Leek,50.953
Sirfetch'd,item,Focus Sash,45.164
Sirfetch'd,item,Other,3.884
Sirfetch'd,move,Close Combat,79.028
Sirfetch'd,move,Knock Off,54.86
Sirfetch'd,move,Leaf Blade,51.716
Sirfetch'd,move,First Impression,37.13
Slowbro,ability,Regenerator,96.131
Slowbro,ability,Oblivious,3.868
Slowbro,item,Mystic Water,70.091
Slowbro,item,Leftovers,24.729
Slowbro,item,Other,2.832
Slowbro,move,Trick Room,74.327
Slowbro,move,Expanding Force,70.231
Slowbro,move,Hydro Pump,70.102
Slowbro,move,Mud Shot,70.091
Slowking,ability,Oblivious,95.974
Slowking,ability,Regenerator,3.927
Slowking,item,Wacan Berry,69.819
Slowking,item,Leftovers,13.671
Slowking,item,Safety Goggles,12.189
Slowking,move,Trick Room,86.098
Slowking,move,Expanding Force,72.61
Slowking,move,Muddy Water,60.292
Slowking,move,Fire Blast,54.349
Slurpuff,ability,Unburden,99.986
Slurpuff,ability,Sweet Veil,0.014
Slurpuff,item,Psychic Seed,84.908
Slurpuff,item,Sitrus Berry,8.088
Slurpuff,item,Other,3.541
Slurpuff,move,Dazzling Gleam,81.682
Slurpuff,move,Yawn,79.92
Slurpuff,move,After You,69.546
Slurpuff,move,Fake Tears,51.229
Sneasel,ability,Inner Focus,100.0
Sneasel,ability,Pickpocket,0.0
Sneasel,item,Focus Sash,89.407
Sneasel,item,Eviolite,4.403
Sneasel,item,Other,3.153
Sneasel,move,Icy Wind,96.54
Sneasel,move,Triple Axel,94.762
Sneasel,move,Surf,86.031
Sneasel,move,Fake Out,82.69
Snorlax,ability,Thick Fat,52.198
Snorlax,ability,Gluttony,47.525
Snorlax,item,Custap Berry,36.6
Snorlax,item,Sitrus Berry,33.766
Snorlax,item,Figy Berry,6.82
Snorlax,move,High Horsepower,62.779
Snorlax,move,Belly Drum,48.899
Snorlax,move,Self Destruct,44.587
Snorlax,move,Double Edge,42.949
Solgaleo,ability,Full Metal Body,100.0
Solgaleo,item,Weakness Policy,80.174
Solgaleo,item,Life Orb,10.486
Solgaleo,item,Assault Vest,9.034
Solgaleo,move,Sunsteel Strike,99.911
Solgaleo,move,Earthquake,94.249
Solgaleo,move,Protect,63.217
Solgaleo,move,Rock Slide,43.071
Spectrier,ability,Grim Neigh,100.0
Spectrier,item,Safety Goggles,41.657
Spectrier,item,Focus Sash,41.142
Spectrier,item,Choice Scarf,8.599
Spectrier,move,Shadow Ball,96.691
Spectrier,move,Will O Wisp,89.432
Spectrier,move,Snarl,85.823
Spectrier,move,Taunt,47.284
Stakataka,ability,Beast Boost,100.0
Stakataka,item,Life Orb,35.67
Stakataka,item,Focus Sash,17.998
Stakataka,item,Shuca Berry,15.16
Stakataka,move,Trick Room,93.105
Stakataka,move,Gyro Ball,76.334
Stakataka,move,Rock Slide,65.492
Stakataka,move,Body Press,53.526
Starmie,ability,Natural Cure,65.201
Starmie,ability,Analytic,31.13
Starmie,item,Power Herb,41.063
Starmie,item,Choice Specs,37.533
Starmie,item,Focus Sash,7.85
Starmie,move,Expanding Force,79.794
Starmie,move,Scald,50.476
Starmie,move,Flip Turn,45.573
Starmie,move,Meteor Beam,41.698
Steelix,ability,Sturdy,82.896
Steelix,ability,Sheer Force,14.225
Steelix,item,Weakness Policy,92.204
Steelix,item,Other,4.947
Steelix,item,Assault Vest,2.849
Steelix,move,Protect,93.523
Steelix,move,Iron Head,93.224
Steelix,move,Body Press,92.58
Steelix,move,High Horsepower,67.397
Stonjourner,ability,Power Spot,100.0
Stonjourner,item,Leftovers,56.743
Stonjourner,item,Wide Lens,17.236
Stonjourner,item,Focus Sash,9.433
Stonjourner,move,Protect,99.276
Stonjourner,move,Rock Slide,72.119
Stonjourner,move,Body Press,64.218
Stonjourner,move,Heavy Slam,56.707
Stoutland,ability,Sand Rush,80.76
Stoutland,ability,Intimidate,18.933
Stoutland,item,Sitrus Berry,25.676
Stoutland,item,Focus Sash,19.111
Stoutland,item,Aguav Berry,18.064
Stoutland,move,After You,65.575
Stoutland,move,Giga Impact,52.864
Stoutland,move,Surf,35.829
Stoutland,move,Howl,33.354
Suicune,ability,Inner Focus,97.747
Suicune,ability,Pressure,2.253
Suicune,item,Leftovers,63.746
Suicune,item,Wacan Berry,20.904
Suicune,item,Sitrus Berry,7.712
Suicune,move,Tailwind,98.844
Suicune,move,Scald,90.484
Suicune,move,Snarl,85.882
Suicune,move,Roar,50.304
Swampert,ability,Torrent,94.51
Swampert,ability,Damp,5.49
Swampert,item,Leftovers,85.746
Swampert,item,Life Orb,4.142
Swampert,item,White Herb,4.051
Swampert,move,High Horsepower,97.388
Swampert,move,Yawn,95.446
Swampert,move,Liquidation,94.763
Swampert,move,Curse,84.395
Swoobat,ability,Simple,99.902
Swoobat,ability,Unaware,0.097
Swoobat,item,White Herb,84.634
Swoobat,item,Weakness Policy,9.679
Swoobat,item,Focus Sash,2.88
Swoobat,move,Baton Pass,96.329
Swoobat,move,Ally Switch,94.644
Swoobat,move,Protect,85.271
Swoobat,move,Substitute,84.634
Sylveon,ability,Pixilate,99.281
Sylveon,ability,Cute Charm,0.719
Sylveon,item,Pixie Plate,36.687
Sylveon,item,Choice Specs,27.632
Sylveon,item,Throat Spray,23.819
Sylveon,move,Hyper Voice,99.32
Sylveon,move,Mystical Fire,78.219
Sylveon,move,Quick Attack,66.087
Sylveon,move,Protect,59.852
Talonflame,ability,Gale Wings,99.889
Talonflame,ability,Flame Body,0.111
Talonflame,item,Sharp Beak,23.359
Talonflame,item,Power Herb,21.127
Talonflame,item,Custap Berry,13.963
Talonflame,move,Tailwind,99.903
Talonflame,move,Brave Bird,62.48
Talonflame,move,Will O Wisp,51.275
Talonflame,move,Quick Guard,31.416
Tangela,ability,Regenerator,97.04
Tangela,ability,Chlorophyll,2.941
Tangela,item,Eviolite,99.924
Tangela,item,Other,0.076
Tangela,move,Rage Powder,99.843
Tangela,move,Sleep Powder,99.799
Tangela,move,Leech Seed,90.805
Tangela,move,Protect,79.869
Tangrowth,ability,Regenerator,92.203
Tangrowth,ability,Chlorophyll,7.721
Tangrowth,item,Coba Berry,35.868
Tangrowth,item,Rocky Helmet,20.124
Tangrowth,item,Psychic Seed,15.233
Tangrowth,move,Rage Powder,81.004
Tangrowth,move,Knock Off,78.569
Tangrowth,move,Sleep Powder,72.667
Tangrowth,move,Leaf Storm,51.925
Tapu Bulu,ability,Grassy Surge,99.915
Tapu Bulu,ability,Telepathy,0.085
Tapu Bulu,item,Life Orb,52.823
Tapu Bulu,item,Coba Berry,29.59
Tapu Bulu,item,Babiri Berry,8.313
Tapu Bulu,move,Wood Hammer,98.698
Tapu Bulu,move,Protect,95.512
Tapu Bulu,move,High Horsepower,89.954
Tapu Bulu,move,Taunt,51.843
Tapu Fini,ability,Misty Surge,99.929
Tapu Fini,ability,Telepathy,0.071
Tapu Fini,item,Leftovers,43.479
Tapu Fini,item,Expert Belt,19.61
Tapu Fini,item,Sitrus Berry,12.23
Tapu Fini,move,Moonblast,80.347
Tapu Fini,move,Protect,66.133
Tapu Fini,move,Muddy Water,58.173
Tapu Fini,move,Calm Mind,40.074
Tapu Koko,ability,Electric Surge,99.958
Tapu Koko,ability,Telepathy,0.042
Tapu Koko,item,Life Orb,48.985
Tapu Koko,item,Assault Vest,29.792
Tapu Koko,item,Focus Sash,7.008
Tapu Koko,move,Wild Charge,66.803
Tapu Koko,move,Brave Bird,65.671
Tapu Koko,move,U Turn,63.756
Tapu Koko,move,Protect,54.95
Tapu Lele,ability,Psychic Surge,100.0
Tapu Lele,ability,Telepathy,0.0
Tapu Lele,item,Choice Scarf,66.969
Tapu Lele,item,Focus Sash,15.717
Tapu Lele,item,Twisted Spoon,9.604
Tapu Lele,move,Moonblast,91.882
Tapu Lele,move,Psychic,82.087
Tapu Lele,move,Dazzling Gleam,74.918
Tapu Lele,move,Shadow Ball,58.798
Tauros,ability,Anger Point,95.52
Tauros,ability,Sheer Force,2.347
Tauros,item,Life Orb,86.384
Tauros,item,Safety Goggles,5.508
Tauros,item,Other,4.298
Tauros,move,Protect,92.519
Tauros,move,Body Slam,91.328
Tauros,move,High Horsepower,86.164
Tauros,move,Lash Out,83.705
Tentacruel,ability,Clear Body,97.048
Tentacruel,ability,Rain Dish,2.605
Tentacruel,item,Weakness Policy,47.83
Tentacruel,item,Expert Belt,27.876
Tentacruel,item,Life Orb,8.268
Tentacruel,move,Sludge Bomb,92.384
Tentacruel,move,Protect,85.918
Tentacruel,move,Hydro Pump,50.962
Tentacruel,move,Giga Drain,36.659
Terrakion,ability,Justified,100.0
Terrakion,item,Lum Berry,33.766
Terrakion,item,Coba Berry,24.849
Terrakion,item,Life Orb,16.407
Terrakion,move,Protect,94.208
Terrakion,move,Rock Slide,94.024
Terrakion,move,Close Combat,64.67
Terrakion,move,Earthquake,39.568
Thievul,ability,Unburden,99.565
Thievul,ability,Stakeout,0.435
Thievul,item,Psychic Seed,76.335
Thievul,item,Grassy Seed,16.132
Thievul,item,Weakness Policy,4.363
Thievul,move,Snarl,81.578
Thievul,move,Fake Tears,70.03
Thievul,move,Parting Shot,54.022
Thievul,move,Screech,41.487
Thundurus Incarnate Forme,ability,Defiant,73.775
Thundurus Incarnate Forme,ability,Prankster,26.225
Thundurus Incarnate Forme,item,Assault Vest,43.265
Thundurus Incarnate Forme,item,Life Orb,19.423
Thundurus Incarnate Forme,item,Sitrus Berry,12.571
Thundurus Incarnate Forme,move,Wild Charge,74.033
Thundurus Incarnate Forme,move,Fly,71.796
Thundurus Incarnate Forme,move,Brick Break,43.333
Thundurus Incarnate Forme,move,Eerie Impulse,24.899
Thundurus Therian Forme,ability,Volt Absorb,100.0
Thundurus Therian Forme,item,Life Orb,74.269
Thundurus Therian Forme,item,Assault Vest,16.743
Thundurus Therian Forme,item,Choice Scarf,3.563
Thundurus Therian Forme,move,Grass Knot,67.783
Thundurus Therian Forme,move,Protect,61.679
Thundurus Therian Forme,move,Fly,53.503
Thundurus Therian Forme,move,Thunderbolt,49.534
Togedemaru,ability,Lightning Rod,94.65
Togedemaru,ability,Sturdy,4.155
Togedemaru,item,Lansat Berry,55.96
Togedemaru,item,Choice Scarf,26.528
Togedemaru,item,Focus Sash,10.746
Togedemaru,move,Nuzzle,96.414
Togedemaru,move,Spiky Shield,59.403
Togedemaru,move,Reflect,55.96
Togedemaru,move,Fling,55.96
Togekiss,ability,Super Luck,76.429
Togekiss,ability,Serene Grace,21.832
Togekiss,item,Safety Goggles,31.203
Togekiss,item,Scope Lens,27.303
Togekiss,item,Focus Sash,19.493
Togekiss,move,Follow Me,96.579
Togekiss,move,Dazzling Gleam,88.14
Togekiss,move,Helping Hand,82.768
Togekiss,move,Yawn,41.331
Togetic,ability,Serene Grace,69.448
Togetic,ability,Super Luck,21.452
Togetic,item,Eviolite,98.257
Togetic,item,Other,1.743
Togetic,move,Follow Me,97.204
Togetic,move,Protect,73.459
Togetic,move,Life Dew,55.79
Togetic,move,Dazzling Gleam,53.208
Torkoal,ability,Drought,99.988
Torkoal,ability,White Smoke,0.012
Torkoal,item,Charcoal,44.962
Torkoal,item,Choice Specs,14.971
Torkoal,item,Focus Sash,14.667
Torkoal,move,Protect,80.649
Torkoal,move,Yawn,64.405
Torkoal,move,Eruption,60.986
Torkoal,move,Heat Wave,47.296
Tornadus Incarnate Forme,ability,Prankster,99.884
Tornadus Incarnate Forme,ability,Defiant,0.116
Tornadus Incarnate Forme,item,Focus Sash,63.365
Tornadus Incarnate Forme,item,Life Orb,17.875
Tornadus Incarnate Forme,item,Mental Herb,6.243
Tornadus Incarnate Forme,move,Tailwind,99.854
Tornadus Incarnate Forme,move,Hurricane,94.991
Tornadus Incarnate Forme,move,Protect,72.217
Tornadus Incarnate Forme,move,Icy Wind,66.041
Torracat,ability,Intimidate,99.998
Torracat,ability,Blaze,0.002
Torracat,item,Eviolite,98.396
Torracat,item,Other,1.604
Torracat,move,Parting Shot,99.999
Torracat,move,Fake Out,98.395
Torracat,move,Overheat,93.984
Torracat,move,Taunt,91.691
Toxapex,ability,Regenerator,99.935
Toxapex,ability,Merciless,0.064
Toxapex,item,Black Sludge,99.848
Toxapex,item,Other,0.152
Toxapex,move,Recover,99.921
Toxapex,move,Scald,99.846
Toxapex,move,Toxic,99.726
Toxapex,move,Baneful Bunker,98.869
Toxicroak,ability,Dry Skin,97.862
Toxicroak,ability,Anticipation,1.887
Toxicroak,item,Assault Vest,88.172
Toxicroak,item,Life Orb,8.123
Toxicroak,item,Other,3.705
Toxicroak,move,Foul Play,95.49
Toxicroak,move,Fake Out,90.086
Toxicroak,move,Brick Break,85.023
Toxicroak,move,Feint,85.01
Toxtricity Low Key Form,ability,Punk Rock,99.781
Toxtricity Low Key Form,ability,Plus,0.109
Toxtricity Low Key Form,item,Choice Specs,44.997
Toxtricity Low Key Form,item,Magnet,25.254
Toxtricity Low Key Form,item,Life Orb,11.285
Toxtricity Low Key Form,move,Overdrive,99.887
Toxtricity Low Key Form,move,Sludge Bomb,93.605
Toxtricity Low Key Form,move,Protect,49.377
Toxtricity Low Key Form,move,Snarl,45.062
Trevenant,ability,Frisk,97.728
Trevenant,ability,Harvest,2.271
Trevenant,item,Iron Ball,92.722
Trevenant,item,Other,4.1
Trevenant,item,Psychic Seed,3.179
Trevenant,move,Forests Curse,96.185
Trevenant,move,Ally Switch,96.007
Trevenant,move,Poltergeist,94.698
Trevenant,move,Wood Hammer,92.721
Tsareena,ability,Queenly Majesty,96.983
Tsareena,ability,Sweet Veil,2.643
Tsareena,item,Wide Lens,34.761
Tsareena,item,Coba Berry,22.33
Tsareena,item,Assault Vest,15.928
Tsareena,move,Power Whip,80.68
Tsareena,move,Triple Axel,77.652
Tsareena,move,Helping Hand,63.509
Tsareena,move,U Turn,45.765
Turtonator,ability,Shell Armor,100.0
Turtonator,item,Assault Vest,74.544
Turtonator,item,Grassy Seed,8.421
Turtonator,item,White Herb,5.337
Turtonator,move,Flash Cannon,83.459
Turtonator,move,Draco Meteor,77.974
Turtonator,move,Heat Wave,68.342
Turtonator,move,Shell Trap,67.407
Tyranitar,ability,Sand Stream,99.698
Tyranitar,ability,Unnerve,0.302
Tyranitar,item,Weakness Policy,53.223
Tyranitar,item,Assault Vest,12.471
Tyranitar,item,Focus Sash,11.692
Tyranitar,move,Rock Slide,94.303
Tyranitar,move,Protect,70.131
Tyranitar,move,Crunch,41.823
Tyranitar,move,High Horsepower,37.315
Tyrantrum,ability,Rock Head,99.866
Tyrantrum,ability,Strong Jaw,0.134
Tyrantrum,item,Life Orb,87.843
Tyrantrum,item,Assault Vest,11.294
Tyrantrum,item,Other,0.863
Tyrantrum,move,Head Smash,99.923
Tyrantrum,move,Earthquake,88.25
Tyrantrum,move,Outrage,87.645
Tyrantrum,move,Protect,87.579
Umbreon,ability,Inner Focus,98.123
Umbreon,ability,Synchronize,1.877
Umbreon,item,Leftovers,46.938
Umbreon,item,Safety Goggles,23.229
Umbreon,item,Room Service,16.426
Umbreon,move,Foul Play,98.973
Umbreon,move,Yawn,97.716
Umbreon,move,Snarl,90.784
Umbreon,move,Moonlight,79.625
Unfezant,ability,Super Luck,99.652
Unfezant,ability,Big Pecks,0.348
Unfezant,item,Razor Claw,70.445
Unfezant,item,Scope Lens,24.219
Unfezant,item,Focus Sash,3.775
Unfezant,move,Night Slash,98.793
Unfezant,move,Tailwind,94.412
Unfezant,move,Brave Bird,88.439
Unfezant,move,Steel Wing,52.602
Urshifu Rapid Strike Style,ability,Unseen Fist,100.0
Urshifu Rapid Strike Style,item,Focus Sash,57.855
Urshifu Rapid Strike Style,item,Choice Band,28.072
Urshifu Rapid Strike Style,item,Choice Scarf,7.201
Urshifu Rapid Strike Style,move,Surging Strikes,99.864
Urshifu Rapid Strike Style,move,Close Combat,98.438
Urshifu Rapid Strike Style,move,Aqua Jet,91.829
Urshifu Rapid Strike Style,move,Protect,41.898
Urshifu Single Strike Style,ability,Unseen Fist,100.0
Urshifu Single Strike Style,item,Focus Sash,39.38
Urshifu Single Strike Style,item,Choice Band,38.146
Urshifu Single Strike Style,item,Black Glasses,16.687
Urshifu Single Strike Style,move,Wicked Blow,99.409
Urshifu Single Strike Style,move,Close Combat,98.953
Urshifu Single Strike Style,move,Sucker Punch,98.103
Urshifu Single Strike Style,move,Protect,34.116
Vanilluxe,ability,Snow Warning,99.989
Vanilluxe,ability,Weak Armor,0.011
Vanilluxe,item,Focus Sash,84.709
Vanilluxe,item,Choice Scarf,6.739
Vanilluxe,item,Never-Melt Ice,4.475
Vanilluxe,move,Blizzard,99.833
Vanilluxe,move,Freeze Dry,91.832
Vanilluxe,move,Taunt,75.36
Vanilluxe,move,Protect,55.52
Vaporeon,ability,Water Absorb,97.966
Vaporeon,ability,Hydration,2.034
Vaporeon,item,Iapapa Berry,46.417
Vaporeon,item,Leftovers,27.61
Vaporeon,item,Sitrus Berry,12.031
Vaporeon,move,Protect,90.257
Vaporeon,move,Scald,83.766
Vaporeon,move,Helping Hand,76.087
Vaporeon,move,Haze,52.481
Venusaur,ability,Chlorophyll,97.599
Venusaur,ability,Overgrow,2.401
Venusaur,item,Focus Sash,28.253
Venusaur,item,Weakness Policy,23.713
Venusaur,item,Life Orb,20.899
Venusaur,move,Sleep Powder,87.975
Venusaur,move,Weather Ball,74.341
Venusaur,move,Earth Power,63.727
Venusaur,move,Leaf Storm,61.615
Vikavolt,ability,Levitate,100.0
Vikavolt,item,Choice Specs,43.467
Vikavolt,item,Life Orb,35.071
Vikavolt,item,Assault Vest,16.896
Vikavolt,move,Bug Buzz,99.997
Vikavolt,move,Thunderbolt,81.457
Vikavolt,move,Energy Ball,51.566
Vikavolt,move,Volt Switch,50.464
Vileplume,ability,Chlorophyll,92.915
Vileplume,ability,Effect Spore,7.085
Vileplume,item,Focus Sash,48.665
Vileplume,item,Wide Lens,44.347
Vileplume,item,Black Sludge,4.624
Vileplume,move,Sleep Powder,94.007
Vileplume,move,After You,85.939
Vileplume,move,Sludge Bomb,80.15
Vileplume,move,Energy Ball,42.136
Virizion,ability,Justified,100.0
Virizion,item,Life Orb,28.509
Virizion,item,Assault Vest,19.252
Virizion,item,Weakness Policy,18.271
Virizion,move,Leaf Blade,73.099
Virizion,move,Protect,67.304
Virizion,move,Close Combat,65.522
Virizion,move,Bounce,63.061
Volcarona,ability,Flame Body,99.713
Volcarona,ability,Swarm,0.287
Volcarona,item,Focus Sash,44.387
Volcarona,item,Rocky Helmet,28.865
Volcarona,item,Sitrus Berry,12.107
Volcarona,move,Rage Powder,95.946
Volcarona,move,Heat Wave,80.857
Volcarona,move,Struggle Bug,67.987
Volcarona,move,Protect,53.139
Wash Rotom,ability,Levitate,100.0
Wash Rotom,item,Sitrus Berry,49.757
Wash Rotom,item,Safety Goggles,13.721
Wash Rotom,item,Leftovers,9.529
Wash Rotom,move,Hydro Pump,84.0
Wash Rotom,move,Thunderbolt,77.056
Wash Rotom,move,Will O Wisp,45.424
Wash Rotom,move,Ally Switch,37.051
Weavile,ability,Pressure,96.005
Weavile,ability,Pickpocket,3.995
Weavile,item,Focus Sash,82.706
Weavile,item,Wide Lens,12.632
Weavile,item,Other,4.662
Weavile,move,Fake Out,97.093
Weavile,move,Icy Wind,68.313
Weavile,move,Fake Tears,68.219
Weavile,move,Triple Axel,64.749
Weezing,ability,Neutralizing Gas,99.696
Weezing,ability,Levitate,0.304
Weezing,item,Shuca Berry,65.383
Weezing,item,Focus Sash,26.442
Weezing,item,Black Sludge,5.177
Weezing,move,Protect,99.905
Weezing,move,Will O Wisp,98.913
Weezing,move,Taunt,97.786
Weezing,move,Sludge Bomb,83.793
Whimsicott,ability,Prankster,99.894
Whimsicott,ability,Chlorophyll,0.103
Whimsicott,item,Focus Sash,59.282
Whimsicott,item,Eject Button,22.419
Whimsicott,item,Mental Herb,7.572
Whimsicott,move,Tailwind,99.572
Whimsicott,move,Helping Hand,65.191
Whimsicott,move,Moonblast,55.759
Whimsicott,move,Energy Ball,38.249
White Kyurem,ability,Turboblaze,100.0
White Kyurem,item,Life Orb,81.363
White Kyurem,item,Choice Scarf,6.298
White Kyurem,item,Lum Berry,3.629
White Kyurem,move,Earth Power,97.707
White Kyurem,move,Draco Meteor,79.675
White Kyurem,move,Protect,67.535
White Kyurem,move,Blizzard,57.734
