ID,Name,Species,Variant,Generation,Rarity,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,VGC2022_rules,Monthly Usage (k),Usage Percent (%),Monthly Rank,image_url,missing_base_stats,offensive_score,defensive_score,speed_tier,is_single_type,is_legendary,is_mythical,has_usage_data,is_permitted_vgc2022,stat_specialization,normalized_name
728,Popplio,Popplio,,7,Common,Water,,320.0,50.0,54.0,54.0,66.0,56.0,40.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png,False,66.0,160.0,slow,True,False,False,False,True,15.200000000000003,popplio
729,Brionne,Brionne,,7,Common,Water,,420.0,60.0,69.0,69.0,91.0,81.0,50.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png,False,91.0,210.0,mid,True,False,False,False,True,25.200000000000003,brionne
730,Primarina,Primarina,,7,Common,Water,Fairy,530.0,80.0,74.0,74.0,126.0,116.0,60.0,Permitted,11,0,141,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png,False,126.0,270.0,mid,False,False,False,True,True,45.2,primarina
731,Pikipek,Pikipek,,7,Common,Normal,Flying,265.0,35.0,75.0,30.0,30.0,30.0,65.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png,False,75.0,95.0,mid,False,False,False,False,False,37.0,pikipek
732,Trumbeak,Trumbeak,,7,Common,Normal,Flying,355.0,55.0,85.0,50.0,40.0,50.0,75.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png,False,85.0,155.0,mid,False,False,False,False,False,31.0,trumbeak
733,Toucannon,Toucannon,,7,Common,Normal,Flying,485.0,80.0,120.0,75.0,75.0,75.0,60.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png,False,120.0,230.0,mid,False,False,False,False,False,47.0,toucannon
734,Yungoos,Yungoos,,7,Common,Normal,,253.0,48.0,70.0,30.0,30.0,30.0,45.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png,False,70.0,108.0,slow,True,False,False,False,False,33.4,yungoos
735,Gumshoos,Gumshoos,,7,Common,Normal,,418.0,88.0,110.0,60.0,55.0,60.0,45.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png,False,110.0,208.0,slow,True,False,False,False,False,48.4,gumshoos
736,Grubbin,Grubbin,,7,Common,Bug,,300.0,47.0,62.0,45.0,55.0,45.0,46.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png,False,62.0,137.0,slow,True,False,False,False,True,14.399999999999999,grubbin
737,Charjabug,Charjabug,,7,Common,Bug,Electric,400.0,57.0,82.0,95.0,55.0,75.0,36.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png,False,82.0,227.0,slow,False,False,False,False,True,34.0,charjabug
738,Vikavolt,Vikavolt,,7,Common,Bug,Electric,500.0,77.0,70.0,90.0,145.0,75.0,43.0,Permitted,3,0,193,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png,False,145.0,242.0,slow,False,False,False,True,True,74.0,vikavolt
739,Crabrawler,Crabrawler,,7,Common,Fighting,,338.0,47.0,82.0,57.0,42.0,47.0,63.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png,False,82.0,151.0,mid,True,False,False,False,False,30.799999999999997,crabrawler
740,Crabominable,Crabominable,,7,Common,Fighting,Ice,478.0,97.0,132.0,77.0,62.0,67.0,43.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png,False,132.0,241.0,slow,False,False,False,False,False,62.8,crabominable
741,Oricorio Pa'u Style,Oricorio,Pa'u Style,7,Common,Psychic,Flying,476.0,75.0,70.0,70.0,98.0,70.0,93.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pau.png,False,98.0,215.0,fast,False,False,False,False,False,22.400000000000006,oricorio pau style
741,Oricorio Pom-Pom Style,Oricorio,Pom-Pom Style,7,Common,Electric,Flying,476.0,75.0,70.0,70.0,98.0,70.0,93.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pom-pom.png,False,98.0,215.0,fast,False,False,False,False,False,22.400000000000006,oricorio pom pom style
741,Oricorio Sensu Style,Oricorio,Sensu Style,7,Common,Ghost,Flying,476.0,75.0,70.0,70.0,98.0,70.0,93.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-sensu.png,False,98.0,215.0,fast,False,False,False,False,False,22.400000000000006,oricorio sensu style
741,Oricorio Baile Style,Oricorio,Baile Style,7,Common,Fire,Flying,476.0,75.0,70.0,70.0,98.0,70.0,93.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png,False,98.0,215.0,fast,False,False,False,False,False,22.400000000000006,oricorio baile style
742,Cutiefly,Cutiefly,,7,Common,Bug,Fairy,304.0,40.0,45.0,40.0,55.0,40.0,84.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png,False,55.0,120.0,mid,False,False,False,False,True,40.0,cutiefly
743,Ribombee,Ribombee,,7,Common,Bug,Fairy,464.0,60.0,55.0,60.0,95.0,70.0,124.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png,False,95.0,190.0,elite,False,False,False,False,True,56.0,ribombee
744,Rockruff,Rockruff,,7,Common,Rock,,280.0,45.0,65.0,40.0,30.0,40.0,60.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png,False,65.0,125.0,mid,True,False,False,False,True,22.0,rockruff
744,Own Tempo Rockruff,Rockruff,Own Tempo,7,Common,Rock,,280.0,45.0,65.0,40.0,30.0,40.0,60.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff-own-tempo.png,False,65.0,125.0,mid,True,False,False,False,False,22.0,own tempo rockruff
745,Lycanroc Midday Form,Lycanroc,Midday Form,7,Common,Rock,,487.0,75.0,115.0,65.0,55.0,65.0,112.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png,False,115.0,205.0,fast,True,False,False,False,False,40.599999999999994,lycanroc midday form
745,Lycanroc Midnight Form,Lycanroc,Midnight Form,7,Common,Rock,,487.0,85.0,115.0,75.0,55.0,75.0,82.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midnight.png,False,115.0,235.0,mid,True,False,False,False,False,40.599999999999994,lycanroc midnight form
745,Lycanroc Dusk Form,Lycanroc,Dusk Form,7,Common,Rock,,487.0,75.0,117.0,65.0,55.0,65.0,110.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-dusk.png,False,117.0,205.0,fast,True,False,False,False,False,43.0,lycanroc dusk form
746,Wishiwashi Solo Form,Wishiwashi,Solo Form,7,Common,Water,,175.0,45.0,20.0,20.0,25.0,25.0,40.0,,1,0,197,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-solo.png,False,25.0,90.0,slow,True,False,False,True,False,19.0,wishiwashi solo form
746,Wishiwashi School Form,Wishiwashi,School Form,7,Common,Water,,620.0,45.0,140.0,130.0,140.0,135.0,30.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-school.png,False,140.0,310.0,slow,True,False,False,False,False,55.0,wishiwashi school form
747,Mareanie,Mareanie,,7,Common,Poison,Water,305.0,50.0,53.0,62.0,43.0,52.0,45.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png,False,53.0,164.0,slow,False,False,False,False,True,13.399999999999999,mareanie
748,Toxapex,Toxapex,,7,Common,Poison,Water,495.0,50.0,63.0,152.0,53.0,142.0,35.0,Permitted,5,0,124,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png,False,63.0,344.0,slow,False,False,False,True,True,83.4,toxapex
749,Mudbray,Mudbray,,7,Common,Ground,,385.0,70.0,100.0,70.0,45.0,55.0,45.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png,False,100.0,195.0,slow,True,False,False,False,True,43.0,mudbray
750,Mudsdale,Mudsdale,,7,Common,Ground,,500.0,100.0,125.0,100.0,55.0,85.0,35.0,Permitted,6,0,154,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png,False,125.0,285.0,slow,True,False,False,True,True,50.0,mudsdale
751,Dewpider,Dewpider,,7,Common,Water,Bug,269.0,38.0,40.0,52.0,40.0,72.0,27.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png,False,40.0,162.0,slow,False,False,False,False,True,32.6,dewpider
752,Araquanid,Araquanid,,7,Common,Water,Bug,454.0,68.0,70.0,92.0,50.0,132.0,42.0,Permitted,15,1,69,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png,False,70.0,292.0,slow,False,False,False,True,True,67.6,araquanid
753,Fomantis,Fomantis,,7,Common,Grass,,250.0,40.0,55.0,35.0,50.0,35.0,35.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png,False,55.0,110.0,slow,True,False,False,False,True,16.0,fomantis
754,Lurantis,Lurantis,,7,Common,Grass,,480.0,70.0,105.0,90.0,80.0,90.0,45.0,Permitted,4,0,164,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png,False,105.0,250.0,slow,True,False,False,True,True,30.0,lurantis
755,Morelull,Morelull,,7,Common,Grass,Fairy,285.0,40.0,35.0,55.0,65.0,75.0,15.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png,False,65.0,170.0,slow,False,False,False,False,True,33.0,morelull
756,Shiinotic,Shiinotic,,7,Common,Grass,Fairy,405.0,60.0,45.0,80.0,90.0,100.0,30.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png,False,90.0,240.0,slow,False,False,False,False,True,39.0,shiinotic
757,Salandit,Salandit,,7,Common,Poison,Fire,320.0,48.0,44.0,40.0,71.0,40.0,77.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png,False,71.0,128.0,mid,False,False,False,False,True,28.4,salandit
758,Salazzle,Salazzle,,7,Common,Poison,Fire,480.0,68.0,64.0,60.0,111.0,60.0,117.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png,False,111.0,188.0,fast,False,False,False,False,True,44.400000000000006,salazzle
759,Stufful,Stufful,,7,Common,Normal,Fighting,340.0,70.0,75.0,50.0,45.0,50.0,50.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png,False,75.0,170.0,mid,False,False,False,False,True,22.0,stufful
760,Bewear,Bewear,,7,Common,Normal,Fighting,500.0,120.0,125.0,80.0,55.0,60.0,60.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png,False,125.0,260.0,mid,False,False,False,False,True,50.0,bewear
761,Bounsweet,Bounsweet,,7,Common,Grass,,210.0,42.0,30.0,38.0,30.0,38.0,32.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png,False,30.0,118.0,slow,True,False,False,False,True,8.399999999999999,bounsweet
762,Steenee,Steenee,,7,Common,Grass,,290.0,52.0,40.0,48.0,40.0,48.0,62.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png,False,40.0,148.0,mid,True,False,False,False,True,16.4,steenee
763,Tsareena,Tsareena,,7,Common,Grass,,510.0,72.0,120.0,98.0,50.0,98.0,72.0,Permitted,26,0,85,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png,False,120.0,268.0,mid,True,False,False,True,True,42.0,tsareena
764,Comfey,Comfey,,7,Common,Fairy,,485.0,51.0,52.0,90.0,82.0,110.0,100.0,Permitted,54,1,58,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png,False,82.0,251.0,fast,True,False,False,True,True,35.0,comfey
765,Oranguru,Oranguru,,7,Common,Normal,Psychic,490.0,90.0,60.0,80.0,90.0,110.0,60.0,Permitted,17,0,129,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png,False,90.0,280.0,mid,False,False,False,True,True,34.0,oranguru
766,Passimian,Passimian,,7,Common,Fighting,,490.0,100.0,120.0,90.0,40.0,60.0,80.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png,False,120.0,250.0,mid,True,False,False,False,True,46.0,passimian
767,Wimpod,Wimpod,,7,Common,Bug,Water,230.0,25.0,35.0,40.0,20.0,30.0,80.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png,False,35.0,95.0,mid,False,False,False,False,True,50.0,wimpod
768,Golisopod,Golisopod,,7,Common,Bug,Water,530.0,75.0,125.0,140.0,60.0,90.0,40.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png,False,125.0,305.0,slow,False,False,False,False,True,62.0,golisopod
769,Sandygast,Sandygast,,7,Common,Ghost,Ground,320.0,55.0,55.0,80.0,70.0,45.0,15.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png,False,70.0,180.0,slow,False,False,False,False,True,32.0,sandygast
770,Palossand,Palossand,,7,Common,Ghost,Ground,480.0,85.0,75.0,110.0,100.0,75.0,35.0,Permitted,5,0,217,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png,False,100.0,270.0,slow,False,False,False,True,True,36.0,palossand
771,Pyukumuku,Pyukumuku,,7,Common,Water,,410.0,55.0,60.0,130.0,30.0,130.0,5.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png,False,60.0,315.0,slow,True,False,False,False,True,92.5,pyukumuku
772,Type: Null,Type:,Null,7,Common,Normal,,534.0,95.0,95.0,95.0,95.0,95.0,59.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png,False,95.0,285.0,mid,True,False,False,False,False,36.0,type null
773,Silvally,Silvally,,7,Common,Normal,,570.0,95.0,95.0,95.0,95.0,95.0,95.0,Permitted,2,0,206,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png,False,95.0,285.0,fast,True,False,False,True,True,0,silvally
774,Minior Meteor Form,Minior,Meteor Form,7,Common,Rock,Flying,440.0,60.0,60.0,100.0,60.0,100.0,60.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/minior-meteor.png,False,60.0,260.0,mid,False,False,False,False,False,40.0,minior meteor form
774,Minior Core Form,Minior,Core Form,7,Common,Rock,Flying,500.0,60.0,100.0,60.0,100.0,60.0,120.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/minior-core.png,False,100.0,180.0,elite,False,False,False,False,False,44.0,minior core form
775,Komala,Komala,,7,Common,Normal,,480.0,65.0,115.0,65.0,75.0,95.0,65.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png,False,115.0,225.0,mid,True,False,False,False,False,42.0,komala
776,Turtonator,Turtonator,,7,Common,Fire,Dragon,485.0,60.0,78.0,135.0,91.0,85.0,36.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png,False,91.0,280.0,slow,False,False,False,False,True,65.0,turtonator
777,Togedemaru,Togedemaru,,7,Common,Electric,Steel,435.0,65.0,98.0,63.0,40.0,73.0,96.0,Permitted,7,0,131,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png,False,98.0,201.0,fast,False,False,False,True,True,30.599999999999994,togedemaru
778,Mimikyu,Mimikyu,,7,Common,Ghost,Fairy,476.0,55.0,90.0,80.0,50.0,105.0,96.0,Permitted,114,2,44,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png,False,90.0,240.0,fast,False,False,False,True,True,30.799999999999997,mimikyu
779,Bruxish,Bruxish,,7,Common,Water,Psychic,475.0,68.0,105.0,70.0,70.0,70.0,92.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png,False,105.0,208.0,fast,False,False,False,False,False,31.0,bruxish
780,Drampa,Drampa,,7,Common,Normal,Dragon,485.0,78.0,60.0,85.0,135.0,91.0,36.0,Permitted,4,0,226,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png,False,135.0,254.0,slow,False,False,False,True,True,65.0,drampa
781,Dhelmise,Dhelmise,,7,Common,Ghost,Grass,517.0,70.0,131.0,100.0,86.0,90.0,40.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png,False,131.0,260.0,slow,False,False,False,False,True,53.8,dhelmise
782,Jangmo-o,Jangmo-o,,7,Common,Dragon,,300.0,45.0,55.0,65.0,45.0,45.0,45.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png,False,55.0,155.0,slow,True,False,False,False,True,18.0,jangmo o
783,Hakamo-o,Hakamo-o,,7,Common,Dragon,Fighting,420.0,55.0,75.0,90.0,65.0,70.0,65.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png,False,75.0,215.0,mid,False,False,False,False,True,24.0,hakamo o
784,Kommo-o,Kommo-o,,7,Common,Dragon,Fighting,600.0,75.0,110.0,125.0,100.0,105.0,85.0,Permitted,2,0,222,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png,False,110.0,305.0,mid,False,False,False,True,True,30.0,kommo o
785,Tapu Koko,Tapu,Koko,7,Legendary,Electric,Fairy,570.0,70.0,115.0,85.0,95.0,75.0,130.0,,27,0,81,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png,False,115.0,230.0,elite,False,True,False,True,False,42.0,tapu koko
786,Tapu Lele,Tapu,Lele,7,Legendary,Psychic,Fairy,570.0,70.0,85.0,75.0,130.0,115.0,95.0,,23,2,43,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png,False,130.0,260.0,fast,False,True,False,True,False,42.0,tapu lele
787,Tapu Bulu,Tapu,Bulu,7,Legendary,Grass,Fairy,570.0,70.0,130.0,115.0,85.0,95.0,75.0,,2,0,135,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png,False,130.0,280.0,mid,False,True,False,True,False,42.0,tapu bulu
788,Tapu Fini,Tapu,Fini,7,Legendary,Water,Fairy,570.0,70.0,75.0,115.0,95.0,130.0,85.0,,74,2,40,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png,False,95.0,315.0,mid,False,True,False,True,False,42.0,tapu fini
789,Cosmog,Cosmog,,7,Legendary,Psychic,,200.0,43.0,29.0,31.0,29.0,31.0,37.0,Restricted (players can include two Restricted Pokémon in their team),,,,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png,False,29.0,105.0,slow,True,True,False,False,True,11.600000000000001,cosmog
790,Cosmoem,Cosmoem,,7,Legendary,Psychic,,400.0,43.0,29.0,131.0,29.0,131.0,37.0,Restricted (players can include two Restricted Pokémon in their team),,,,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png,False,29.0,305.0,slow,True,True,False,False,True,96.5,cosmoem
791,Solgaleo,Solgaleo,,7,Legendary,Psychic,Steel,680.0,137.0,137.0,107.0,113.0,89.0,97.0,Restricted (players can include two Restricted Pokémon in their team),188,4,31,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png,False,137.0,333.0,fast,False,True,False,True,True,35.5,solgaleo
792,Lunala,Lunala,,7,Legendary,Psychic,Ghost,680.0,137.0,113.0,89.0,137.0,107.0,97.0,Restricted (players can include two Restricted Pokémon in their team),43,2,38,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png,False,137.0,333.0,fast,False,True,False,True,True,35.5,lunala
793,Nihilego,Nihilego,,7,Common,Rock,Poison,570.0,109.0,53.0,47.0,127.0,131.0,103.0,Permitted,7,0,130,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png,False,127.0,287.0,fast,False,False,False,True,True,43.2,nihilego
794,Buzzwole,Buzzwole,,7,Common,Bug,Fighting,570.0,107.0,139.0,139.0,53.0,53.0,79.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png,False,139.0,299.0,mid,False,False,False,False,True,66.0,buzzwole
795,Pheromosa,Pheromosa,,7,Common,Bug,Fighting,570.0,71.0,137.0,37.0,137.0,37.0,151.0,Permitted,29,1,70,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png,False,137.0,145.0,elite,False,False,False,True,True,67.2,pheromosa
796,Xurkitree,Xurkitree,,7,Common,Electric,,570.0,83.0,89.0,71.0,173.0,71.0,83.0,Permitted,4,0,208,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png,False,173.0,225.0,mid,True,False,False,True,True,93.6,xurkitree
797,Celesteela,Celesteela,,7,Common,Steel,Flying,570.0,97.0,101.0,103.0,107.0,101.0,61.0,Permitted,26,1,67,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png,False,107.0,301.0,mid,False,False,False,True,True,14.400000000000006,celesteela
798,Kartana,Kartana,,7,Common,Grass,Steel,570.0,59.0,181.0,131.0,59.0,31.0,109.0,Permitted,118,7,22,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png,False,181.0,221.0,fast,False,False,False,True,True,103.2,kartana
799,Guzzlord,Guzzlord,,7,Common,Dark,Dragon,570.0,223.0,101.0,53.0,97.0,53.0,43.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png,False,101.0,329.0,slow,False,False,False,False,False,153.6,guzzlord
800,Dusk Mane Necrozma,Necrozma,Dusk Mane,7,Legendary,Psychic,Steel,680.0,97.0,157.0,127.0,113.0,109.0,77.0,,49,0,79,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png,False,157.0,333.0,mid,False,True,False,True,False,52.400000000000006,dusk mane necrozma
800,Necrozma,Necrozma,,7,Legendary,Psychic,,600.0,97.0,107.0,101.0,127.0,89.0,79.0,Restricted (players can include two Restricted Pokémon in their team),,,,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png,False,127.0,287.0,mid,True,True,False,False,True,32.400000000000006,necrozma
800,Dawn Wings Necrozma,Necrozma,Dawn Wings,7,Legendary,Psychic,Ghost,680.0,97.0,113.0,109.0,157.0,127.0,77.0,,10,1,65,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png,False,157.0,333.0,mid,False,True,False,True,False,52.400000000000006,dawn wings necrozma
800,Ultra Necrozma,Necrozma,Ultra,7,Legendary,Psychic,Dragon,754.0,97.0,167.0,97.0,167.0,97.0,129.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png,False,167.0,291.0,elite,False,True,False,False,False,62.0,ultra necrozma
801,Magearna,Magearna,,7,Mythical,Steel,Fairy,600.0,80.0,95.0,115.0,130.0,115.0,65.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png,False,130.0,310.0,mid,False,False,True,False,False,36.0,magearna
802,Marshadow,Marshadow,,7,Mythical,Fighting,Ghost,600.0,90.0,125.0,80.0,90.0,90.0,125.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png,False,125.0,260.0,elite,False,False,True,False,False,37.5,marshadow
803,Poipole,Poipole,,7,Common,Poison,,420.0,67.0,73.0,67.0,73.0,67.0,73.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png,False,73.0,201.0,mid,True,False,False,False,True,6.0,poipole
804,Naganadel,Naganadel,,7,Common,Poison,Dragon,540.0,73.0,73.0,73.0,127.0,73.0,121.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png,False,127.0,219.0,elite,False,False,False,False,True,44.400000000000006,naganadel
805,Stakataka,Stakataka,,7,Common,Rock,Steel,570.0,61.0,131.0,211.0,53.0,101.0,13.0,Permitted,23,0,98,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png,False,131.0,373.0,slow,False,False,False,True,True,139.2,stakataka
806,Blacephalon,Blacephalon,,7,Common,Fire,Ghost,570.0,53.0,127.0,53.0,151.0,79.0,107.0,Permitted,9,0,175,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png,False,151.0,185.0,fast,False,False,False,True,True,67.2,blacephalon
807,Zeraora,Zeraora,,7,Mythical,Electric,,600.0,88.0,112.0,75.0,102.0,80.0,143.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png,False,112.0,243.0,elite,True,False,True,False,False,51.599999999999994,zeraora
808,Meltan,Meltan,,7,Mythical,Steel,,300.0,46.0,65.0,65.0,55.0,35.0,34.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png,False,65.0,146.0,slow,True,False,True,False,False,22.5,meltan
809,Melmetal Gigantamax,Melmetal,Gigantamax,8,,Steel,,,,,,,,,Banned,,,,https://archives.bulbagarden.net/media/upload/8/8d/809GiMS8.png,True,,,,True,False,False,False,False,,melmetal gigantamax
809,Melmetal,Melmetal,,7,Mythical,Steel,,600.0,135.0,143.0,143.0,80.0,65.0,34.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png,False,143.0,343.0,slow,True,False,True,False,False,64.5,melmetal
810,Grookey,Grookey,,8,Common,Grass,,310.0,50.0,65.0,50.0,40.0,40.0,65.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png,False,65.0,140.0,mid,True,False,False,False,True,20.0,grookey
811,Thwackey,Thwackey,,8,Common,Grass,,420.0,70.0,85.0,70.0,55.0,60.0,80.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png,False,85.0,200.0,mid,True,False,False,False,True,18.0,thwackey
812,Rillaboom Gigantamax,Rillaboom,Gigantamax,8,,Grass,,,,,,,,,Gigantamax Allowed,,,,https://archives.bulbagarden.net/media/upload/1/15/812GiMS8.png,True,,,,True,False,False,False,True,,rillaboom gigantamax
812,Rillaboom,Rillaboom,,8,Common,Grass,,530.0,100.0,125.0,90.0,60.0,70.0,85.0,Permitted,482,27,6,https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png,False,125.0,260.0,mid,True,False,False,True,True,44.0,rillaboom
813,Scorbunny,Scorbunny,,8,Common,Fire,,310.0,50.0,71.0,40.0,40.0,40.0,69.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png,False,71.0,130.0,mid,True,False,False,False,True,23.200000000000003,scorbunny
814,Raboot,Raboot,,8,Common,Fire,,420.0,65.0,86.0,60.0,55.0,60.0,94.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png,False,86.0,185.0,fast,True,False,False,False,True,28.799999999999997,raboot
815,Cinderace Gigantamax,Cinderace,Gigantamax,8,,Fire,,,,,,,,,Gigantamax Allowed,,,,https://archives.bulbagarden.net/media/upload/c/c6/815GiMS8.png,True,,,,True,False,False,False,True,,cinderace gigantamax
815,Cinderace,Cinderace,,8,Common,Fire,,530.0,80.0,116.0,75.0,65.0,75.0,119.0,Permitted,45,1,51,https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png,False,116.0,230.0,fast,True,False,False,True,True,36.8,cinderace
816,Sobble,Sobble,,8,Common,Water,,310.0,50.0,40.0,40.0,70.0,40.0,70.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png,False,70.0,130.0,mid,True,False,False,False,True,27.5,sobble
817,Drizzile,Drizzile,,8,Common,Water,,420.0,65.0,60.0,55.0,95.0,55.0,90.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png,False,95.0,175.0,fast,True,False,False,False,True,30.0,drizzile
818,Inteleon Gigantamax,Inteleon,Gigantamax,8,,Water,,,,,,,,,Gigantamax Allowed,,,,https://archives.bulbagarden.net/media/upload/9/9f/818GiMS8.png,True,,,,True,False,False,False,True,,inteleon gigantamax
